,project_id
455,Kidney Renal Clear Cell Carcinoma
367,Kidney Renal Clear Cell Carcinoma
92,Kidney Renal Clear Cell Carcinoma
340,Kidney Renal Clear Cell Carcinoma
565,Kidney Renal Clear Cell Carcinoma
346,Kidney Renal Clear Cell Carcinoma
777,Kidney Renal Papillary Cell Carcinoma
242,Kidney Renal Clear Cell Carcinoma
14,Kidney Chromophobe
316,Kidney Renal Clear Cell Carcinoma
601,Kidney Renal Clear Cell Carcinoma
388,Kidney Renal Clear Cell Carcinoma
274,Kidney Renal Clear Cell Carcinoma
167,Kidney Renal Clear Cell Carcinoma
890,Kidney Renal Papillary Cell Carcinoma
647,Kidney Renal Papillary Cell Carcinoma
819,Kidney Renal Papillary Cell Carcinoma
485,Kidney Renal Clear Cell Carcinoma
878,Kidney Renal Papillary Cell Carcinoma
505,Kidney Renal Clear Cell Carcinoma
832,Kidney Renal Papillary Cell Carcinoma
244,Kidney Renal Clear Cell Carcinoma
567,Kidney Renal Clear Cell Carcinoma
563,Kidney Renal Clear Cell Carcinoma
687,Kidney Renal Papillary Cell Carcinoma
190,Kidney Renal Clear Cell Carcinoma
783,Kidney Renal Papillary Cell Carcinoma
700,Kidney Renal Papillary Cell Carcinoma
476,Kidney Renal Clear Cell Carcinoma
682,Kidney Renal Papillary Cell Carcinoma
511,Kidney Renal Clear Cell Carcinoma
59,Kidney Chromophobe
475,Kidney Renal Clear Cell Carcinoma
561,Kidney Renal Clear Cell Carcinoma
857,Kidney Renal Papillary Cell Carcinoma
748,Kidney Renal Papillary Cell Carcinoma
253,Kidney Renal Clear Cell Carcinoma
22,Kidney Chromophobe
314,Kidney Renal Clear Cell Carcinoma
460,Kidney Renal Clear Cell Carcinoma
161,Kidney Renal Clear Cell Carcinoma
277,Kidney Renal Clear Cell Carcinoma
192,Kidney Renal Clear Cell Carcinoma
386,Kidney Renal Clear Cell Carcinoma
806,Kidney Renal Papillary Cell Carcinoma
414,Kidney Renal Clear Cell Carcinoma
492,Kidney Renal Clear Cell Carcinoma
344,Kidney Renal Clear Cell Carcinoma
770,Kidney Renal Papillary Cell Carcinoma
309,Kidney Renal Clear Cell Carcinoma
662,Kidney Renal Papillary Cell Carcinoma
131,Kidney Renal Clear Cell Carcinoma
664,Kidney Renal Papillary Cell Carcinoma
872,Kidney Renal Papillary Cell Carcinoma
100,Kidney Renal Clear Cell Carcinoma
373,Kidney Renal Clear Cell Carcinoma
88,Kidney Renal Clear Cell Carcinoma
459,Kidney Renal Clear Cell Carcinoma
331,Kidney Renal Clear Cell Carcinoma
215,Kidney Renal Clear Cell Carcinoma
467,Kidney Renal Clear Cell Carcinoma
122,Kidney Renal Clear Cell Carcinoma
615,Kidney Renal Papillary Cell Carcinoma
21,Kidney Chromophobe
701,Kidney Renal Papillary Cell Carcinoma
72,Kidney Renal Clear Cell Carcinoma
107,Kidney Renal Clear Cell Carcinoma
271,Kidney Renal Clear Cell Carcinoma
861,Kidney Renal Papillary Cell Carcinoma
436,Kidney Renal Clear Cell Carcinoma
103,Kidney Renal Clear Cell Carcinoma
